220,470.3125,100,206.5625,470.3125,0.0,0.0
220,481.25,100,206.25,481.25,0.0,0.0
220,481.25,100,206.25,481.25,0.0,0.0
220,485.625,100,206.125,485.625,0.0,0.0
220,485.625,100,206.125,485.625,0.0,0.0
220,492.1875,100,205.9375,492.1875,0.0,0.0
220,492.1875,100,205.9375,492.1875,0.0,0.0
220,494.375,100,205.875,494.375,0.0,0.0
220,494.375,100,205.875,494.375,0.0,0.0
220,498.75,100,205.75,498.75,0.0,0.0
220,500.9375,100,205.6875,500.9375,0.0,0.0
220,498.75,100,205.75,498.75,0.0,-0.0
220,498.75,100,205.75,498.75,0.0,0.0
220,492.1875,100,205.9375,492.1875,0.0,-0.0
220,492.1875,100,205.9375,492.1875,0.0,0.0
220,485.625,100,206.125,485.625,0.0,-0.0
220,479.0625,100,206.3125,479.0625,0.0,-0.0
220,470.3125,100,206.5625,470.3125,0.0,-0.0
220,470.3125,100,206.5625,470.3125,0.0,0.0
220,463.75,100,206.75,463.75,0.0,-0.0
220,455.0,100,207.0,455.0,0.0,-0.0
220,439.6875,100,207.4375,439.6875,0.0,-0.0
220,439.6875,100,207.4375,439.6875,0.0,0.0
220,430.9375,100,207.6875,430.9375,0.0,-0.0
220,424.375,100,207.875,424.375,0.0,-0.0
220,404.6875,100,208.4375,404.6875,0.0,-0.0
220,393.75,100,208.75,393.75,0.0,-0.0
220,393.75,100,208.75,393.75,0.0,0.0
220,382.8125,100,209.0625,382.8125,0.0,-0.0
220,358.75,100,209.75,358.75,0.0,-0.0
220,358.75,100,209.75,358.75,0.0,0.0
220,334.6875,100,210.4375,334.6875,0.0,-0.0
220,334.6875,100,210.4375,334.6875,0.0,0.0
220,323.75,100,210.75,323.75,0.0,-0.0
220,310.625,100,211.125,310.625,0.0,-0.0
220,310.625,100,211.125,310.625,0.0,0.0
220,262.5,100,212.5,262.5,0.0,-0.0
220,262.5,100,212.5,262.5,0.0,0.0
220,262.5,100,212.5,262.5,0.0,0.0
220,262.5,100,212.5,262.5,0.0,0.0
220,205.625,100,214.125,205.625,0.0,-0.0
220,188.125,100,214.625,188.125,0.0,-0.0
220,188.125,100,214.625,188.125,0.0,0.0
220,155.3125,100,215.5625,155.3125,0.0,-0.0
220,155.3125,100,215.5625,155.3125,0.0,0.0
220,120.3125,100,216.5625,120.3125,0.0,-0.0
220,105.0,100,217.0,105.0,0.0,-0.0
220,105.0,100,217.0,105.0,0.0,0.0
220,87.5,87.5,217.5,87.5,0.0,-0.0
220,87.5,87.5,217.5,87.5,0.0,0.0
220,87.5,87.5,217.5,87.5,0.0,0.0
220,87.5,87.5,217.5,87.5,0.0,0.0
220,4.375,4.375,219.875,4.375,0.0,-0.0
220,4.375,4.375,219.875,4.375,0.0,0.0
220,-30.625,0,220.875,-30.625,0.0,-0.0
220,-30.625,0,220.875,-30.625,0.0,0.0
220,-30.625,0,220.875,-30.625,0.0,0.0
220,-30.625,0,220.875,-30.625,0.0,0.0
220,-91.875,0,222.625,-91.875,0.0,-0.0
220,-115.9375,0,223.3125,-115.9375,0.0,-0.0
220,-115.9375,0,223.3125,-115.9375,0.0,0.0
220,-122.5,0,223.5,-122.5,0.0,-0.0
220,-133.4375,0,223.8125,-133.4375,0.0,-0.0
220,-150.9375,0,224.3125,-150.9375,0.0,-0.0
220,-159.6875,0,224.5625,-159.6875,0.0,-0.0
220,-159.6875,0,224.5625,-159.6875,0.0,0.0
220,-159.6875,0,224.5625,-159.6875,0.0,0.0
220,-159.6875,0,224.5625,-159.6875,0.0,0.0
220,-159.6875,0,224.5625,-159.6875,0.0,0.0
220,-183.75,0,225.25,-183.75,0.0,-0.0
220,-183.75,0,225.25,-183.75,0.0,0.0
220,-190.3125,0,225.4375,-190.3125,0.0,-0.0
220,-196.875,0,225.625,-196.875,0.0,-0.0
220,-203.4375,0,225.8125,-203.4375,0.0,-0.0
220,-203.4375,0,225.8125,-203.4375,0.0,0.0
220,-201.25,0,225.75,-201.25,0.0,0.0
220,-210.0,0,226.0,-210.0,0.0,-0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-212.1875,0,226.0625,-212.1875,0.0,-0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-210.0,0,226.0,-210.0,0.0,0.0
220,-212.1875,0,226.0625,-212.1875,0.0,-0.0
220,-207.8125,0,225.9375,-207.8125,0.0,0.0
220,-205.625,0,225.875,-205.625,0.0,0.0
220,-205.625,0,225.875,-205.625,0.0,0.0
220,-205.625,0,225.875,-205.625,0.0,0.0
